ID (Pict name based on ID),Title,Price,Description,Sexe
9,"Pull laine mérinos bleu foncé, col V, Fusalp neuf",70,"Jamais porté, l'étiquette est encore présente. 
Composition: Laine Merinos, Acrylique  
https://www.instagram.com/lighten_nico/",F
